bottomc TotalCurrent(n13_des) X,bottomc TotalCurrent(n13_des) Y,bottomc TotalCurrent(n337_des) X,bottomc TotalCurrent(n337_des) Y,bottomc TotalCurrent(n349_des) X,bottomc TotalCurrent(n349_des) Y,bottomc TotalCurrent(n361_des) X,bottomc TotalCurrent(n361_des) Y,bottomc TotalCurrent(n373_des) X,bottomc TotalCurrent(n373_des) Y
-1.290559,-7.5974256e-17,-1.290559,-7.6142059e-17,-1.290559,-7.6110156e-17,-1.290559,-7.6282084e-17,-1.290559,-7.6141045e-17
-1.2037826,-7.5939489e-17,-1.2037826,-7.6141826e-17,-1.2037826,-7.6110156e-17,-1.2037826,-7.6282084e-17,-1.2037826,-7.6141045e-17
-1.0822957,-7.4341821e-17,-1.0822957,-7.6127339e-17,-1.0822957,-7.6110096e-17,-1.0822957,-7.6282082e-17,-1.0822957,-7.6141044e-17
-0.93229566,1.1428258e-16,-0.93229566,-7.3627267e-17,-0.93229566,-7.6095277e-17,-0.93229566,-7.6281457e-17,-0.93229566,-7.6140799e-17
-0.78229566,1.8949715e-14,-0.78229566,3.8708858e-16,-0.78229566,-7.1961208e-17,-0.78229566,-7.6083002e-17,-0.78229566,-7.6060653e-17
-0.63229566,1.7950791e-12,-0.63229566,6.8653204e-14,-0.63229566,1.1622608e-15,-0.63229566,7.1971193e-18,-0.63229566,-4.0244752e-17
-0.48229566,1.6158578e-10,-0.48229566,9.5818647e-12,-0.48229566,2.9335646e-13,-0.48229566,2.7086505e-14,-0.48229566,1.2474438e-14
-0.33229566,1.1367281e-08,-0.33229566,1.2232605e-09,-0.33229566,6.6002364e-11,-0.33229566,8.1570636e-12,-0.33229566,3.9809204e-12
-0.18229566,2.5548486e-07,-0.18229566,7.9426754e-08,-0.18229566,1.2051195e-08,-0.18229566,2.2642869e-09,-0.18229566,1.205324e-09
-0.032295657,1.2680517e-06,-0.032295657,7.8442782e-07,-0.032295657,3.8091135e-07,-0.032295657,1.6252709e-07,-0.032295657,1.0515268e-07
0.042704343,2.0648517e-06,0.042704343,1.4950457e-06,0.11770434,1.7176652e-06,0.042704343,4.9825568e-07,0.11770434,7.8145351e-07
0.14770434,3.3465911e-06,0.14770434,2.7716022e-06,0.26770434,3.6971355e-06,0.14770434,1.3551022e-06,0.26770434,2.2212589e-06
0.29470434,5.0737714e-06,0.29470434,4.638779e-06,0.41770434,5.5516195e-06,0.29470434,3.111171e-06,0.41770434,4.085807e-06
0.44470434,6.4523434e-06,0.44470434,6.175206e-06,0.56770434,6.8922796e-06,0.36970434,4.0680072e-06,0.56770434,5.8533966e-06
0.59470434,7.4483e-06,0.59470434,7.2835275e-06,0.60520434,7.1537622e-06,0.47470434,5.3029077e-06,0.57239184,5.9022203e-06
0.74470434,8.1666287e-06,0.74470434,8.0687091e-06,0.65770434,7.4794651e-06,0.62170434,6.6975058e-06,0.57895434,5.969733e-06
0.89470434,8.6919632e-06,0.89470434,8.6324829e-06,0.73120434,7.8691548e-06,0.77170434,7.714655e-06,0.58814184,6.0626719e-06
1.0447043,9.0779625e-06,1.0447043,9.0386844e-06,0.83410434,8.3110379e-06,0.92170434,8.4109056e-06,0.60100434,6.1896849e-06
1.1197043,9.2295194e-06,1.1197043,9.1964154e-06,0.97816434,8.7776261e-06,1.0717043,8.8839449e-06,0.61901184,6.3613202e-06
1.2247043,9.4046988e-06,1.2247043,9.37657e-06,1.1281643,9.1281946e-06,1.2217043,9.2070658e-06,0.64422234,6.5893322e-06
1.3717043,9.5950922e-06,1.3717043,9.5627913e-06,1.2781643,9.3821597e-06,1.2967043,9.3293338e-06,0.67951704,6.88459e-06
1.5,9.7220527e-06,1.5,9.6770183e-06,1.4281643,9.5711671e-06,1.4017043,9.4699177e-06,0.72892962,7.2528854e-06
-,-,-,-,1.4640822,9.60942e-06,1.5,9.5756905e-06,0.79810723,7.6880028e-06
-,-,-,-,1.5,9.6453949e-06,-,-,0.89495589,8.1704703e-06
-,-,-,-,-,-,-,-,1.030544,8.6646237e-06
-,-,-,-,-,-,-,-,1.180544,9.0470114e-06
-,-,-,-,-,-,-,-,1.330544,9.3181661e-06
-,-,-,-,-,-,-,-,1.480544,9.5177697e-06
-,-,-,-,-,-,-,-,1.5,9.5398517e-06

